folder_name,Testcase_Id,title,Preconditions,Test Steps,Expected Results,Priority,type,test scope,run_type,Memo,REQ_Id
"ICSR Config > Case ID > Org Level > 조직 식별자","TC-CID-008-002","조직 식별자 11자 입력 차단 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입","1. 조직 식별자에 SELTA123456 입력 2. Save 버튼 클릭 3. Preview와 저장값 확인","1. 저장이 차단됨 2. 최대 10자 제한 오류가 표시됨 3. 기존 조직 식별자 저장값이 변경되지 않음","High","Boundary","Regression","Automation","[데이터] 조직 식별자 max+1 차단","CID-REQ-008 (Case ID.md §조직 식별자 입력)"
"ICSR Config > Case ID > Org Level > 조직 식별자","TC-CID-008-003","조직 식별자 특수문자 입력 차단 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입","1. 조직 식별자에 SELTA-01 또는 SELTA_01 입력 2. Save 버튼 클릭 3. 오류 표시와 저장값 확인","1. 저장이 차단됨 2. 영문과 숫자만 허용한다는 오류가 표시됨 3. 기존 조직 식별자 저장값이 변경되지 않음","High","Negative","Regression","Automation","[데이터] 허용 문자 형식 검증","CID-REQ-008 (Case ID.md §조직 식별자 입력)"
"ICSR Config > Case ID > Org Level > Year","TC-CID-009-001","Year 2-digit 4-digit 리셋 정책 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. 최초 발생인지일 C.1.4가 2026년인 케이스 데이터 준비","1. Year를 2-digit으로 선택 후 케이스 생성 2. 생성된 Case ID의 연도 구간 확인 3. Year를 4-digit으로 변경 저장 후 케이스 생성 4. 생성된 Case ID의 연도 구간 확인","1. 2-digit 선택 시 연도 구간이 26으로 표시됨 2. 4-digit 선택 시 연도 구간이 2026으로 표시됨 3. 두 선택값 모두 매년 1월 1일 00:00:00 기준 리셋 정책 대상임","Critical","Functional","Regression,Smoke","Automation","[데이터] 확인 완료 기준: Year 선택지 3종","CID-REQ-009 (Case ID.md §Year)"
"ICSR Config > Case ID > Org Level > Year","TC-CID-009-002","Year N/A 누적 채번 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. 동일 조합으로 생성 가능한 케이스 데이터 준비","1. Year를 N/A로 선택하고 설정 저장 2. 서로 다른 연도의 최초 발생인지일을 가진 케이스를 순차 생성 3. Case ID 번호 구간 확인","1. Case ID에 연도 구간이 포함되지 않음 2. 연도가 바뀌어도 일련번호가 초기화되지 않고 누적 증가함 3. C.1.1과 C.1.8.1 생성 규칙에 동일 번호 조합이 반영됨","Critical","Functional","Regression","Automation","[데이터] N/A는 전체 누적 채번","CID-REQ-009 (Case ID.md §Year)"
"ICSR Config > Case ID > Org Level > Year","TC-CID-010-001","Year 툴팁 리셋 안내 문구 노출 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입","1. Year 설정란 옆 툴팁 아이콘 선택 2. 표시 문구 확인","1. 2-digit 또는 4-digit 선택 시 매년 초 일련번호가 초기화된다는 안내가 표시됨 2. N/A 선택 시 초기화 없이 번호가 누적된다는 안내가 표시됨 3. Year+Month 또는 매월 초 리셋을 전제로 한 안내는 v1.0 검증 기준에 포함되지 않음","Low","Functional","Regression","Manual","확인 완료 기준: Year+Month 삭제 잔존 문구 제외","CID-REQ-009 (Case ID.md §Year 툴팁)"
"ICSR Config > Case ID > Case 생성 > Type of Report","TC-CID-011-001","Type of Report 코드 매핑 검증","1. Type of Report 칩이 선택된 Case ID 설정 저장 2. Type of Report 값별 케이스 생성 데이터 준비","1. Spontaneous 케이스 생성 2. Report from Study 케이스 생성 3. Other 케이스 생성 4. Not Available to Sender 케이스 생성","1. Spontaneous 케이스의 Case ID에 SP 코드가 추가됨 2. Report from Study 케이스의 Case ID에 RS 코드가 추가됨 3. Other 케이스의 Case ID에 OT 코드가 추가됨 4. Not Available to Sender 케이스의 Case ID에 UN 코드가 추가됨","High","Functional","Regression","Automation","[데이터] 보고 구분 코드 결정테이블","CID-REQ-010 (Case ID.md §Type of Report)"
"ICSR Config > Case ID > Case 생성 > Product Abbreviation","TC-CID-012-001","PRD 약어와 UNK fallback 검증","1. PRD 칩이 선택된 Case ID 설정 저장 2. Product Config에 약어가 있는 제품과 약어가 없는 제품 준비","1. 제품 불러오기로 약어가 있는 제품을 포함한 케이스 생성 2. 생성된 Case ID 확인 3. 약어가 없는 제품을 포함한 케이스 생성 4. 생성된 Case ID 확인","1. 약어가 있는 제품은 Product Config의 Product Abbreviation 값이 Case ID에 반영됨 2. 약어가 없는 제품은 UNK가 Case ID에 반영됨 3. C.1.1과 C.1.8.1에도 동일 번호 조합이 반영됨","High","Functional","Regression","Automation","[데이터] PRD 칩 별도 선택 가능 확정","CID-REQ-011 (Case ID.md §Product Abbreviation)"
"ICSR Config > Case ID > Case 생성 > Product Abbreviation","TC-CID-013-001","다중 자사 제품 첫 번째 약어 선택 검증","1. PRD 칩이 선택된 Case ID 설정 저장 2. Suspect이자 자사 제품 2개 이상이 순서대로 포함된 케이스 데이터 준비","1. 첫 번째 자사 제품 약어가 ABC인 케이스 생성 2. 두 번째 자사 제품 약어가 DEF인 케이스 생성 결과 확인","1. Case ID의 PRD 구간에 첫 번째 자사 제품 약어 ABC가 반영됨 2. 두 번째 자사 제품 약어 DEF는 대표 약어로 사용되지 않음 3. Report ID 번호 조합도 동일하게 생성됨","High","Functional","Regression","Automation","[데이터] Product Config 연계","CID-REQ-011 (Case ID.md §Product Abbreviation)"
"ICSR Config > Case ID > Org Level > Free Text","TC-CID-014-001","Free Text 6자 정상 반영 검증","1. TXT 칩이 선택된 Case ID 설정 화면 진입","1. Custom Text에 SELTA1 입력 2. Save 버튼 클릭 3. Preview와 저장값 확인","1. 6자 영문숫자 값이 저장됨 2. Preview의 TXT 구간에 SELTA1이 반영됨 3. 이후 생성되는 Case ID 번호 조합에 SELTA1이 포함됨","Medium","Boundary","Regression","Automation","[데이터] Free Text 최대 정상값","CID-REQ-012 (Case ID.md §자유 텍스트)"
"ICSR Config > Case ID > Org Level > Free Text","TC-CID-014-002","Free Text 초과 형식 오류 차단 검증","1. TXT 칩이 선택된 Case ID 설정 화면 진입","1. Custom Text에 SELTA12 입력 후 저장 시도 2. Custom Text에 SELTA-1 입력 후 저장 시도","1. 7자 값은 저장이 차단됨 2. 특수문자 포함 값은 저장이 차단됨 3. 기존 Custom Text 저장값이 변경되지 않음","Medium","Boundary","Regression","Automation","[데이터] Free Text max+1 및 문자 형식 차단","CID-REQ-012 (Case ID.md §자유 텍스트)"
"ICSR Config > Case ID > Org Level > Format Chip","TC-CID-015-001","선택형 칩 추가 삭제 상태 전이 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. 기존 Year, TR, PRD, TXT 설정값 준비","1. Year 칩 추가 후 하단 Year 설정 영역 확인 2. TR 칩 추가 후 하단 Type of Report 설정 영역 확인 3. PRD와 TXT 칩 추가 후 각 설정 영역 확인 4. 선택형 칩의 x 버튼을 눌러 삭제 후 영역 상태 확인","1. 칩 추가 시 해당 하단 설정 영역이 활성화됨 2. 선택형 칩 삭제 시 해당 설정 영역이 비활성화됨 3. 비활성화 후에도 이전 설정값은 보존됨","Medium","Functional","Regression","Both","선택형 칩 상태 전이","CID-REQ-013 (Case ID.md §포맷 설정)"
"ICSR Config > Case ID > Org Level > Format Chip","TC-CID-015-002","일련번호 칩 삭제 불가 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. 일련번호 칩이 기본 포함된 상태","1. 일련번호 칩의 삭제 버튼 노출 여부 확인 2. 키보드 또는 마우스로 일련번호 칩 삭제 시도 3. Preview와 저장 가능 여부 확인","1. 일련번호 칩은 삭제할 수 없음 2. 일련번호 구간은 Case ID 번호 조합에 계속 포함됨 3. 일련번호가 없는 Case ID 설정은 저장되지 않음","Medium","Functional","Regression","Both","일련번호 칩 고정 확정","CID-REQ-013 (Case ID.md §포맷 설정)"
"ICSR Config > Case ID > Org Level > Format Chip","TC-CID-016-001","Drag and Drop 순서 Preview 반영 검증","1. Year, 일련번호, TR 칩이 모두 표시된 Case ID 설정 화면 진입","1. 칩 순서를 YYYY, 일련번호, TR로 배치 2. Preview 확인 3. 칩 순서를 TR, YYYY, 일련번호로 변경 4. Preview 확인","1. 첫 번째 배치 순서가 Preview 번호 조합에 즉시 반영됨 2. 두 번째 배치 순서도 Preview에 즉시 반영됨 3. 저장 후 생성되는 Case ID에 최종 순서가 적용됨","High","Functional","Regression","Manual","화면 조작 및 데이터 반영 검증","CID-REQ-013 (Case ID.md §포맷 설정 및 인터랙션)"
"ICSR Config > Case ID > Org Level > 일련번호","TC-CID-017-001","일련번호 3자리 9자리 zero-padding 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. Start From 값 1 설정 가능","1. 일련번호 자릿수를 3으로 선택하고 Preview 확인 2. 저장 후 케이스 생성 3. 일련번호 자릿수를 9로 변경 저장 후 케이스 생성","1. 3자리 선택 시 001 형식으로 zero-padding됨 2. 9자리 선택 시 000000001 형식으로 zero-padding됨 3. 선택한 자릿수가 Report ID에도 동일하게 반영됨","High","Boundary","Regression","Automation","[데이터] 실제 UI 허용 범위 3~9","CID-REQ-014 (Case ID.md §일련번호 자릿수 설정)"
"ICSR Config > Case ID > Org Level > 일련번호","TC-CID-017-002","일련번호 허용 범위 밖 선택 차단 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입","1. 일련번호 자릿수 옵션 목록 확인 2. 2자리 또는 10자리 값 입력 또는 선택 시도 3. Save 버튼 클릭","1. 옵션 목록에는 3부터 9까지만 표시됨 2. 2자리와 10자리 값은 선택 또는 저장할 수 없음 3. 기존 자릿수 설정값이 유지됨","High","Boundary","Regression","Automation","[데이터] 실제 UI 허용 범위 3~9","CID-REQ-014 (Case ID.md §일련번호 자릿수 설정)"
"ICSR Config > Case ID > Org Level > Start From","TC-CID-018-001","Start From 기본값과 N 적용 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. 동일 조합 신규 채번 이력이 없는 상태","1. Start From 기본값 확인 2. 기본값으로 저장 후 첫 케이스 생성 3. 신규 조합에서 Start From에 25 입력 후 저장 4. 첫 케이스 생성","1. Start From 기본값은 1임 2. 기본값 저장 후 첫 Case ID는 001 또는 선택 자릿수에 맞는 1번으로 생성됨 3. 25 입력 후 첫 Case ID는 선택 자릿수에 맞게 25부터 생성됨","High","Boundary","Regression","Automation","[데이터] 시작 번호 적용 시점 검증","CID-REQ-015 (Case ID.md §시작 번호 설정)"
"ICSR Config > Case ID > Case 생성 > 최후 번호","TC-CID-019-001","동일 조합 최후 번호 우선 생성 검증","1. 동일 조합에서 최후 생성 번호가 006인 이력 존재 2. Start From 값이 003으로 저장됨","1. 동일 조합으로 신규 케이스 생성 2. 생성된 Case ID 일련번호 확인","1. Start From 003이 아닌 최후 생성 번호 다음 값 007로 생성됨 2. 기존 001부터 006까지의 번호는 재사용되지 않음 3. C.1.1과 C.1.8.1에 동일한 신규 번호가 반영됨","Critical","Functional","Regression","Automation","[데이터] 중복 방지 핵심 규칙","CID-REQ-016 (Case ID.md §최후 번호 검증 규칙)"
"ICSR Config > Case ID > Org Level > Start From","TC-CID-020-001","Start From 최대 허용값 저장 검증","1. 일련번호 자릿수 3으로 Case ID 설정 화면 진입 2. 최대 생성 가능 숫자가 999인 상태","1. Start From에 599 입력 2. Save 버튼 클릭 3. 저장 후 첫 케이스 생성","1. 최대 생성 가능 숫자 999에서 400을 뺀 599는 저장 가능함 2. 첫 케이스가 599부터 생성됨 3. 저장된 시작 번호가 설정 화면에 유지됨","High","Boundary","Regression","Automation","[데이터] 최대 생성 가능 숫자 - 400 경계 정상","CID-REQ-017 (Case ID.md §시작 번호 설정 제한 정책)"
"ICSR Config > Case ID > Org Level > Start From","TC-CID-020-002","Start From 최대 초과값 차단 검증","1. 일련번호 자릿수 3으로 Case ID 설정 화면 진입 2. 최대 생성 가능 숫자가 999인 상태","1. Start From에 600 입력 2. Save 버튼 클릭 3. 오류 표시와 저장값 확인","1. 저장이 차단됨 2. 시작 번호는 최대 생성 가능 숫자 - 400을 초과할 수 없다는 오류가 표시됨 3. 기존 Start From 저장값이 변경되지 않음","High","Boundary","Regression","Automation","[데이터] 최대 생성 가능 숫자 - 400 초과 차단","CID-REQ-017 (Case ID.md §시작 번호 설정 제한 정책)"
"ICSR Config > Case ID > Case 생성 > 번호 재사용","TC-CID-021-001","삭제 케이스 번호 미재사용 검증","1. Case ID 005가 부여된 케이스 존재 2. 해당 케이스 삭제 권한 계정 준비","1. Case ID 005 케이스 삭제 2. 동일 조합으로 신규 케이스 생성 3. 신규 케이스의 Case ID 확인","1. 삭제된 케이스의 일련번호 005는 재사용되지 않음 2. 신규 케이스는 최후 생성 번호 이후 값으로 생성됨 3. 번호 부여 이력은 삭제 후에도 유지됨","Critical","Functional","Regression","Automation","[데이터][감사] PV 식별자 무결성","CID-REQ-018 (Case ID.md §필수 룰, §ID 재사용 방지)"
"ICSR Config > Case ID > Org Level > 일련번호 변경","TC-CID-022-001","자릿수 변경 이후 생성건 적용 검증","1. 일련번호 5자리 설정으로 생성된 기존 케이스 존재 2. Org Admin 계정으로 Case ID 설정 화면 진입","1. 기존 케이스의 Case ID 확인 2. 일련번호 자릿수를 6자리로 변경 저장 3. 신규 케이스 생성 4. 기존 케이스와 신규 케이스의 Case ID 확인","1. 기존 케이스의 Case ID는 5자리 형식으로 유지됨 2. 신규 케이스부터 6자리 형식이 적용됨 3. 기존 C.1.1과 C.1.8.1은 소급 변경되지 않음","Medium","Functional","Regression","Automation","[데이터] 설정 변경 적용 시점","CID-REQ-019 (Case ID.md §일련번호 자릿수 설정)"
"ICSR Config > Case ID > Manual 생성 > Case ID","TC-CID-023-001","Manual Initial Case ID 순차 부여 검증","1. Org Level Case ID 설정 저장 완료 2. Manual Initial 케이스 생성 권한 계정으로 로그인 상태","1. Manual Initial 케이스 생성 2. 필수 케이스 정보 입력 후 저장 3. Case Edit와 Tracker List의 Case ID 확인","1. 설정된 국가코드, 조직 식별자, 번호 조합에 따라 Case ID가 순차 부여됨 2. Case Edit의 Case ID와 Tracker List의 Case ID가 동일함 3. 다음 Manual Initial 케이스 생성 시 일련번호가 1 증가함","Critical","Functional","Regression,E2E,Smoke","Automation","[데이터][연계] Manual 생성 핵심 플로우","CID-REQ-020 (Case ID.md §생성 유형별 식별자 부여 로직)"
"ICSR Config > Case ID > Manual 생성 > Report ID","TC-CID-024-001","Manual C.1.1 C.1.8.1 동일 생성 검증","1. Org Level Case ID 설정 저장 완료 2. Manual Initial 케이스 생성 후 보고서 Destination 확정 가능","1. Manual Initial 케이스 생성 2. 보고서 Destination 확정 3. ICSR 보고서의 C.1.1과 C.1.8.1 값 확인","1. C.1.1과 C.1.8.1이 동일한 Report ID로 생성됨 2. Report ID는 국가-조직-일련번호 형식임 3. 생성된 Report ID는 하류 ICSR 보고 데이터에 반영됨","Critical","Functional","Regression,E2E","Automation","[데이터][연계] 규제 보고 식별자","CID-REQ-021 (Case ID.md §매뉴얼 케이스 생성)"
"ICSR Config > Case ID > Import > 옵션 A","TC-CID-025-001","Import 옵션 A 식별자 처리 검증","1. Import 옵션 A가 기본 선택된 Case ID 설정 저장 2. C.1.8.1 값이 있는 Import 파일 준비","1. 파일 Import로 케이스 생성 2. 생성된 보고서의 C.1.1 확인 3. 생성된 보고서의 C.1.8.1 확인","1. C.1.1은 시스템 규칙에 따라 신규 부여됨 2. C.1.8.1은 파일 내 값을 유지함 3. Convert 케이스는 v1.0 TC 대상에 포함되지 않음","Critical","Functional","Integration,E2E,Smoke","Automation","[데이터][연계] Default 옵션, Convert 제외 확정","CID-REQ-022 (Case ID.md §Import 설정 옵션 A)"
"ICSR Config > Case ID > Import > 옵션 B","TC-CID-026-001","Import 옵션 B 식별자 유지 검증","1. Import 옵션 B가 저장된 Case ID 설정 존재 2. C.1.1과 C.1.8.1 값이 모두 있는 Import 파일 준비","1. 파일 Import로 케이스 생성 2. 생성된 보고서의 C.1.1 확인 3. 생성된 보고서의 C.1.8.1 확인","1. C.1.1은 파일 내 값을 유지함 2. C.1.8.1은 파일 내 값을 유지함 3. 신규 시스템 Report ID가 기존 파일값을 덮어쓰지 않음","High","Functional","Integration,E2E","Automation","[데이터][연계] Migration 목적 유지 옵션","CID-REQ-023 (Case ID.md §Import 설정 옵션 B)"
"ICSR Config > Case ID > Import > Null 보완","TC-CID-027-001","C.1.8.1 Null 시 C.1.1 복사 검증","1. Import 또는 생성 결과에서 C.1.8.1이 Null인 테스트 데이터 준비 2. C.1.1 값은 존재함","1. 케이스 생성 또는 Import 처리 완료 2. 보고서의 C.1.1 확인 3. 보고서의 C.1.8.1 확인","1. C.1.8.1이 Null인 경우 C.1.1 값이 C.1.8.1에 복사됨 2. 기존 고유식별자가 있는 경우에는 복사로 덮어쓰지 않음 3. 중복 체크 기준 데이터가 비어 있지 않음","High","Functional","Integration","Automation","[데이터] 고유식별자 보완 Sync","CID-REQ-024 (Case ID.md §C.1.1, C.1.8.1 동일 입력 설정)"
"ICSR Config > Case ID > Import > 기존값 보호","TC-CID-028-001","Import C.1.8.1 기존값 유지 검증","1. C.1.8.1 기존값이 포함된 Import 파일 준비 2. Import 옵션 A 또는 B 설정 저장","1. 파일 Import로 케이스 생성 2. 생성된 케이스 식별값 확인 3. 보고서 C.1.8.1 확인 4. 후속 보고 연결 기준 확인","1. 파일 내 C.1.8.1 기존값은 Sync 대상이 아니며 유지됨 2. 유지된 C.1.8.1이 케이스 식별 및 후속 보고 연결 기준으로 사용됨 3. C.1.1 신규 부여 여부와 무관하게 C.1.8.1은 보호됨","Critical","Functional","Integration,E2E","Automation","[데이터][연계] 기존 고유식별자 보호","CID-REQ-025 (Case ID.md §값 유지 선택 및 동기화)"
"ICSR Config > Case ID > 표시 > Case Report Level","TC-CID-029-001","Case Level Report Level 표시 형식 검증","1. Case ID 설정 저장 완료 2. Manual Initial 또는 Import 케이스 생성 완료","1. Tracker List의 Case ID 확인 2. Case Edit의 Case ID 확인 3. ICSR 보고서 C.1.1과 C.1.8.1 확인","1. Tracker List와 Case Edit의 Case ID는 일련번호 중심 형식으로 표시됨 2. ICSR 보고서 C.1.1과 C.1.8.1은 국가-조직-일련번호 형식으로 표시됨 3. 각 화면의 표시 형식 차이가 저장 데이터와 일치함","High","Functional","Regression","Automation","[데이터] 화면 성격별 식별자 표시","CID-REQ-026 (Case ID.md §Case vs Report 식별자 노출 사양)"
"ICSR Config > Case ID > 식별 기준 > C.1.8.1","TC-CID-030-001","C.1.8.1 내부 식별 기준 검증","1. C.1.8.1 값이 있는 기존 케이스 존재 2. 동일 C.1.8.1 기반 후속 보고 생성 조건 준비","1. Case 화면에서 C.1.8.1 직접 노출 여부 확인 2. 동일 C.1.8.1 값으로 후속 보고 연결 시도 3. 중복 체크 또는 연결 결과 확인","1. Case 화면에 C.1.8.1 값이 직접 노출되지 않음 2. 시스템 내부에는 C.1.8.1 값이 유지됨 3. C.1.8.1이 중복 체크와 후속 보고 연결 기준으로 사용됨","Critical","Functional","Integration,E2E","Automation","[데이터][연계] PV 중복 및 후속 보고 식별 기준","CID-REQ-027 (Case ID.md §Case vs Report 식별자 노출 사양)"
"ICSR Config > Case ID > 만료 경고 > 팝업","TC-CID-031-001","남은 번호 101개 팝업 미노출 검증","1. 일련번호 최대값까지 남은 번호가 101개인 조합 준비 2. Case ID 생성 권한 계정으로 로그인 상태","1. 해당 조합으로 신규 케이스 생성 2. Case ID 부여 직후 팝업 노출 여부 확인","1. Case ID는 정상 부여됨 2. 남은 번호가 101개이면 만료 임박 팝업이 노출되지 않음 3. 생성된 번호는 다음 채번 기준으로 저장됨","High","Boundary","Regression","Automation","[데이터] 팝업 임계치 직전","CID-REQ-028 (Case ID.md §Case ID 만료 임박 알림)"
"ICSR Config > Case ID > 만료 경고 > 팝업","TC-CID-031-002","남은 번호 100개 팝업 노출 검증","1. 일련번호 최대값까지 남은 번호가 100개가 되는 조합 준비 2. Case ID 생성 권한 계정으로 로그인 상태","1. 해당 조합으로 신규 케이스 생성 2. Case ID 부여 직후 팝업 노출 여부 확인 3. 팝업 메시지 내 마지막 Case ID와 최대값 확인","1. Case ID 최종 부여 순간 만료 임박 팝업이 노출됨 2. 팝업에 현재 마지막으로 부여된 Case ID가 표시됨 3. 최대 자릿수 도달 후 자동 확장 안내가 표시됨","High","Boundary","Regression,Smoke","Both","[데이터] 팝업 임계치 경계","CID-REQ-028 (Case ID.md §Case ID 만료 임박 알림)"
"ICSR Config > Case ID > 만료 경고 > 사용자 제어","TC-CID-032-001","확인만 클릭 시 다음 로그인 재노출 검증","1. 만료 임박 팝업이 표시된 사용자 계정 준비","1. 팝업에서 오늘 하루 보지 않기를 선택하지 않고 확인 클릭 2. 로그아웃 후 동일 사용자로 재로그인 3. 팝업 재노출 여부 확인","1. 확인 클릭 시 팝업이 닫힘 2. 오늘 하루 보지 않기 미선택 상태가 사용자별로 저장되지 않음 3. 다음 로그인 시 동일 사용자에게 팝업이 다시 표시됨","Medium","Functional","Regression","Both","사용자별 팝업 상태 전이","CID-REQ-029 (Case ID.md §사용자 인터랙션 및 제어)"
